flat_type,price,address,buildup_area,age_of_property,which_floor,furnishing,bedrooms,bathrooms,balcony,parking
2 BHK Flat,2.15,Mulund West,1080,3.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,1.98,Dahisar East,736,2.0,35.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,1.64,Kandivali East,1000,2.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.39,Virar West,930,4.0,12.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,0.5,Naigaon East,950,1.0,23.0,Unfurnished,2.0,1.0,3.0,yes
2 BHK Flat,2.3,Santacruz East,1000,4.0,13.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.2,Santacruz East,950,1.0,7.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.9,Santacruz East,950,1.0,8.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,5.8,Vile Parle West,1885,2.0,12.0,Unfurnished,4.0,,0.0,yes
2 BHK Flat,1.75,Chembur,800,1.0,18.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,4.0,Matunga East,1005,1.0,10.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,3.2,Goregaon West,950,2.0,34.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.48,Naigaon East,850,2.0,22.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,1.88,Powai,800,1.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.45,Mira Road East,915,1.0,36.0,Semi Furnished,2.0,2.0,3.0,yes
3 BHK Flat,3.25,Mulund West,1300,5.0,16.0,Semi Furnished,3.0,2.0,0.0,yes
2 BHK Flat,0.47,Naigaon East,775,3.0,14.0,Unfurnished,2.0,1.0,3.0,yes
2 BHK Flat,2.25,Malad West,800,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.45,Vikhroli East,750,2.0,23.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.25,Kandivali West,650,2.0,23.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.85,Virar West,1100,1.0,21.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.55,Borivali West,715,1.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.04,Mira Road East,850,1.0,23.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.35,Vikhroli East,780,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.8,Parel,1000,2.0,40.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.95,Mulund East,950,1.0,23.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,3.75,Chembur,1000,1.0,12.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,2.79,Mulund East,1200,2.0,20.0,Semi Furnished,3.0,2.0,,yes
2 BHK Flat,1.45,Kanjurmarg East,873,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,2.95,Mulund West,1049,3.0,45.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,4.12,Bhandup West,1788,2.0,39.0,Unfurnished,2.0,1.0,,yes
3 BHK Flat,3.36,Mulund West,1206,5.0,16.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,2.35,Kanjurmarg East,1300,4.0,22.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,2.6,Powai,1300,3.0,22.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.65,Kandivali East,1000,1.0,40.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.85,Santacruz East,1000,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Chembur,730,3.0,15.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,3.2,Vile Parle East,950,1.0,9.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,3.21,Matunga East,925,2.0,17.0,Unfurnished,3.0,2.0,0.0,yes
3 BHK Flat,3.65,Powai,1625,5.0,16.0,Semi Furnished,3.0,2.0,1.0,yes
2 BHK Flat,1.25,Kandivali East,750,3.0,33.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.2,Chembur,840,5.0,16.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,3.02,Powai,1250,1.0,15.0,Semi Furnished,3.0,3.0,1.0,yes
2 BHK Flat,1.55,Mulund West,765,1.0,22.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,5.5,Santacruz West,969,3.0,12.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,5.4,Andheri West,1650,2.0,42.0,Fully Furnished,3.0,3.0,1.0,yes
2 BHK Flat,2.1,Goregaon East,812,4.0,21.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.55,Kandivali East,850,3.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.2,Andheri West,1050,2.0,37.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.65,Jogeshwari West,790,4.0,23.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,2.09,Dahisar West,1100,2.0,9.0,Fully Furnished,3.0,2.0,0.0,yes
2 BHK Flat,1.3,Mira Road East,1050,4.0,33.0,Unfurnished,2.0,2.0,4.0,no
3 BHK Flat,4.75,Kurla East,2100,5.0,10.0,Semi Furnished,3.0,4.0,2.0,yes
2 BHK Flat,1.25,Mira Road East,918,1.0,36.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.6,Borivali West,1043,5.0,14.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.71,Kandivali West,660,1.0,23.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,3.54,Kandivali West,1250,5.0,16.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,2.65,Andheri West,1250,3.0,21.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,8.0,Santacruz West,1414,3.0,12.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,1.76,Kandivali East,900,2.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.5,Andheri West,750,1.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.25,Kanjurmarg West,900,4.0,21.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.35,Nalasopara West,1000,4.0,9.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.7,Goregaon East,800,5.0,17.0,Semi Furnished,2.0,3.0,0.0,yes
3 BHK Flat,3.7,Chembur,1450,1.0,13.0,Semi Furnished,3.0,2.0,1.0,yes
2 BHK Flat,1.8,Santacruz East,1100,2.0,9.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,0.49,Nalasopara West,865,4.0,7.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,3.35,Powai,1250,2.0,21.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.75,Kandivali East,1125,1.0,14.0,Semi Furnished,2.0,2.0,2.0,yes
3 BHK Flat,3.15,Goregaon West,1089,2.0,36.0,Semi Furnished,3.0,3.0,2.0,yes
2 BHK Flat,2.7,Sion,1055,4.0,43.0,Semi Furnished,2.0,3.0,,yes
3 BHK Flat,6.9,Powai,2000,2.0,22.0,Unfurnished,3.0,3.0,1.0,yes
2 BHK Flat,1.06,Mira Road East,1000,1.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
3 BHK Flat,3.6,Kandivali East,1600,1.0,40.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,0.62,Virar West,950,4.0,14.0,Semi Furnished,2.0,2.0,2.0,yes
3 BHK Flat,5.0,Andheri West,1400,3.0,27.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,2.7,Agripada,1000,2.0,20.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,4.0,Kanjurmarg West,1960,1.0,48.0,Fully Furnished,3.0,3.0,1.0,yes
2 BHK Flat,2.11,Kandivali East,850,2.0,34.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.12,Mira Road East,850,2.0,22.0,Semi Furnished,3.0,3.0,,yes
2 BHK Flat,1.45,Kandivali West,720,2.0,30.0,Semi Furnished,2.0,2.0,1.0,yes
3 BHK Flat,9.25,Mahalakshmi,2200,2.0,67.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,3.1,Prabhadevi,700,1.0,7.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,2.85,Borivali West,1050,1.0,10.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,2.15,Andheri West,650,1.0,21.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.0,Kanjurmarg East,1050,1.0,50.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,2.9,Mulund West,1300,5.0,16.0,Semi Furnished,3.0,2.0,0.0,yes
2 BHK Flat,1.68,Kanjurmarg West,661,1.0,36.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,4.3,Andheri West,1600,3.0,38.0,Unfurnished,3.0,3.0,2.0,yes
3 BHK Flat,3.5,Powai,1350,2.0,32.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,5.75,Andheri West,1050,1.0,12.0,Fully Furnished,3.0,,0.0,yes
3 BHK Flat,2.65,Bhandup West,920,4.0,37.0,Semi Furnished,3.0,3.0,2.0,yes
2 BHK Flat,1.2,Mira Road East,911,1.0,30.0,Semi Furnished,2.0,2.0,3.0,yes
3 BHK Flat,5.5,Andheri West,2385,1.0,13.0,Unfurnished,4.0,,0.0,yes
2 BHK Flat,2.21,Kandivali West,800,5.0,16.0,Semi Furnished,2.0,4.0,,yes
3 BHK Flat,3.6,Kandivali East,1750,1.0,40.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,2.75,Ghatkopar West,913,1.0,12.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,7.5,Byculla,1900,1.0,42.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,4.5,Parel,1600,4.0,37.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,1.98,Borivali West,855,1.0,20.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,1.75,Borivali West,900,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.4,Andheri West,665,1.0,16.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.56,Andheri West,1200,5.0,22.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.7,Chembur,999,2.0,17.0,Unfurnished,2.0,2.0,3.0,yes
3 BHK Flat,2.5,Mulund West,1303,5.0,16.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,1.21,Kanjurmarg West,489,4.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.25,Kandivali East,850,1.0,45.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Mulund West,800,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Chembur,750,3.0,15.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,3.5,Malad West,1350,4.0,20.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,1.45,Thane West,908,2.0,30.0,Unfurnished,3.0,3.0,3.0,yes
2 BHK Flat,1.18,Kanjurmarg West,489,3.0,36.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.77,Mira Road East,785,3.0,22.0,Fully Furnished,2.0,2.0,3.0,yes
3 BHK Flat,2.95,Powai,1450,4.0,21.0,Fully Furnished,3.0,3.0,2.0,yes
2 BHK Flat,2.2,Malad West,900,1.0,36.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.22,Kanjurmarg West,753,4.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Mulund East,950,1.0,16.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.25,Mira Road East,850,1.0,12.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.46,Chembur,1100,1.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.3,Goregaon West,1050,3.0,22.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,1.33,Mira Road East,1400,1.0,22.0,Semi Furnished,3.0,3.0,5.0,yes
2 BHK Flat,1.05,Mira Road East,1050,5.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.75,Kanjurmarg East,790,1.0,55.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.48,Bhandup West,1065,2.0,21.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,6.5,Khar West,1200,3.0,11.0,Semi Furnished,2.0,3.0,1.0,yes
2 BHK Flat,0.69,Virar West,900,2.0,14.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.5,Naigaon East,920,1.0,22.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.55,Bhandup West,700,3.0,22.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,3.35,Kandivali East,1295,1.0,38.0,Unfurnished,3.0,2.0,1.0,yes
2 BHK Flat,2.65,Chembur,1050,2.0,12.0,Semi Furnished,2.0,2.0,2.0,yes
3 BHK Flat,3.25,Kandivali West,1200,3.0,20.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,1.73,Borivali East,960,4.0,28.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.52,Naigaon East,775,3.0,22.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,1.3,Mira Road East,1026,1.0,23.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.9,Lower Parel,750,4.0,25.0,Fully Furnished,2.0,2.0,,yes
3 BHK Flat,3.4,Goregaon East,1250,1.0,22.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,0.49,Naigaon East,650,3.0,12.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,3.15,Santacruz East,950,1.0,10.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.19,Mulund West,880,3.0,21.0,Unfurnished,2.0,1.0,,no
2 BHK Flat,0.43,Virar West,900,3.0,14.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,6.0,Jogeshwari East,2400,2.0,28.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,3.15,Santacruz East,1200,3.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.7,Vasai West,900,3.0,4.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.05,Thane West,900,1.0,34.0,Semi Furnished,2.0,2.0,2.0,yes
3 BHK Flat,4.5,Vile Parle West,1250,5.0,13.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,1.6,Chembur,1650,1.0,15.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.05,Vikhroli East,710,5.0,16.0,Semi Furnished,2.0,2.0,,yes
3 BHK Flat,4.1,Goregaon West,1440,5.0,28.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,1.21,Goregaon East,1050,4.0,31.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.87,Vasai East,850,1.0,25.0,Semi Furnished,2.0,4.0,,no
2 BHK Flat,0.46,Naigaon East,865,1.0,22.0,Unfurnished,2.0,2.0,4.0,yes
2 BHK Flat,3.75,Vile Parle East,1200,1.0,5.0,Unfurnished,2.0,2.0,2.0,yes
3 BHK Flat,9.0,Parel,4500,3.0,60.0,Semi Furnished,4.0,1.0,,yes
2 BHK Flat,3.45,Vile Parle East,1123,1.0,3.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.8,Chembur,750,3.0,20.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.5,Naigaon East,740,3.0,22.0,Semi Furnished,2.0,2.0,3.0,yes
3 BHK Flat,6.3,Bandra West,1350,1.0,15.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,1.9,Kandivali East,985,3.0,39.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.34,Kandivali West,750,3.0,29.0,Unfurnished,2.0,2.0,0.0,no
3 BHK Flat,7.6,Khar West,1400,5.0,16.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,5.9,Matunga East,1450,1.0,24.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,0.9,Mira Road East,523,2.0,19.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,0.96,Mira Road East,1020,2.0,14.0,Semi Furnished,2.0,2.0,3.0,yes
3 BHK Flat,2.7,Andheri East,1500,3.0,12.0,Semi Furnished,3.0,3.0,1.0,yes
2 BHK Flat,3.25,Agripada,1100,2.0,23.0,Unfurnished,2.0,2.0,1.0,yes
3 BHK Flat,5.0,Dadar West,875,3.0,22.0,Unfurnished,3.0,2.0,,yes
2 BHK Flat,0.95,Mira Road East,1060,2.0,14.0,Semi Furnished,2.0,2.0,4.0,yes
2 BHK Flat,0.82,Dahisar East,950,2.0,21.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.75,Chembur,751,1.0,15.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,2.4,Parel,750,3.0,22.0,Semi Furnished,2.0,3.0,,yes
3 BHK Flat,5.7,Matunga East,1400,1.0,15.0,Unfurnished,3.0,1.0,,yes
2 BHK Flat,1.5,Malad West,700,4.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.5,Vikhroli East,595,5.0,16.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,0.68,Vasai East,1070,3.0,14.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,0.49,Naigaon East,850,3.0,14.0,Semi Furnished,2.0,1.0,4.0,yes
2 BHK Flat,0.5,Virar West,960,4.0,14.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.87,Kandivali West,975,2.0,23.0,Fully Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.65,Malad West,900,2.0,12.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.2,Mira Road East,1020,3.0,15.0,Fully Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.71,others,1050,1.0,22.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,0.62,Thane West,750,4.0,7.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.88,Mira Road East,1021,5.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.56,Byculla,957,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.99,Borivali West,948,1.0,14.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,11.0,Lower Parel,2350,1.0,70.0,Unfurnished,3.0,3.0,1.0,yes
2 BHK Flat,1.11,Andheri East,616,1.0,12.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.87,Mira Road East,911,5.0,16.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,3.75,Vikhroli East,990,3.0,16.0,Semi Furnished,2.0,3.0,2.0,yes
2 BHK Flat,2.14,Malad East,1050,1.0,20.0,Semi Furnished,2.0,3.0,2.0,yes
2 BHK Flat,0.76,Mira Road East,882,3.0,19.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.55,Wadala East,640,1.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.55,Chembur,820,3.0,22.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,1.56,Kandivali West,1072,5.0,59.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.03,Vikhroli East,600,2.0,23.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.67,Ghatkopar East,800,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.06,Govandi,888,2.0,22.0,Fully Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.9,Ghatkopar West,820,2.0,15.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.41,Kandivali East,990,1.0,40.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,6.7,Mahalakshmi,1600,2.0,51.0,Semi Furnished,3.0,2.0,,yes
3 BHK Flat,6.0,Matunga East,1680,3.0,32.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,2.2,Mulund East,1150,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,7.5,Bandra West,1500,1.0,15.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,1.9,Govandi,730,1.0,20.0,Unfurnished,2.0,,0.0,yes
3 BHK Flat,3.25,Bandra East,1298,2.0,20.0,Unfurnished,3.0,2.0,1.0,yes
2 BHK Flat,2.1,Mulund West,880,1.0,47.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.98,Mira Road East,1060,5.0,16.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.3,Chembur,750,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.84,Mira Road East,683,5.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.42,Borivali East,890,1.0,27.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.52,Chembur,800,3.0,18.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,2.75,Mulund East,1020,1.0,39.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.2,Mira Road East,936,4.0,20.0,Semi Furnished,2.0,2.0,4.0,yes
2 BHK Flat,1.8,Chembur,580,1.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,3.2,Mulund East,1400,1.0,23.0,Semi Furnished,3.0,3.0,2.0,yes
3 BHK Flat,3.0,Andheri West,1150,5.0,16.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,4.65,Khar West,1000,1.0,15.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,2.95,Bandra East,1056,2.0,20.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.0,Chembur,750,1.0,14.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.1,Sion,955,4.0,40.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.93,Bhayandar East,920,1.0,20.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.35,Chembur,720,3.0,15.0,Unfurnished,2.0,2.0,0.0,no
2 BHK Flat,1.85,Powai,825,5.0,16.0,Semi Furnished,2.0,,,yes
3 BHK Flat,3.4,Mulund West,1650,5.0,16.0,Semi Furnished,3.0,3.0,1.0,yes
3 BHK Flat,2.5,Dahisar East,1050,4.0,23.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,4.3,Vile Parle East,848,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Kandivali East,1010,2.0,21.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,2.6,Mulund West,1100,3.0,15.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,4.5,Borivali East,1560,1.0,61.0,Unfurnished,3.0,3.0,3.0,yes
3 BHK Flat,4.85,Malad East,1800,2.0,54.0,Fully Furnished,3.0,4.0,3.0,yes
2 BHK Flat,2.3,Andheri West,800,3.0,12.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,3.15,Andheri West,1150,1.0,37.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.2,Kandivali East,960,1.0,37.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,4.22,Borivali East,1250,3.0,19.0,Unfurnished,3.0,3.0,3.0,yes
1 BHK Flat,0.96,Dahisar West,650,25.0,7.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.92,Chembur,500,10.0,8.0,Semi Furnished,1.0,1.0,0.0,no
1 BHK Flat,0.85,Kurla East,600,10.0,8.0,Semi Furnished,1.0,1.0,2.0,no
1 BHK Flat,0.85,Kurla East,600,15.0,7.0,Semi Furnished,1.0,1.0,0.0,no
1 BHK Flat,1.07,Borivali West,650,8.0,22.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,1.3,Kandivali East,470,5.0,16.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,1.16,Borivali West,650,5.0,7.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,1.02,Borivali West,600,18.0,8.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,1.1,Borivali West,600,10.0,22.0,Semi Furnished,2.0,3.0,,no
1 BHK Flat,1.1,Borivali West,650,10.0,8.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.75,Kandivali East,560,16.0,8.0,Unfurnished,1.0,1.0,0.0,no
1 BHK Flat,1.15,Kandivali East,700,20.0,7.0,Fully Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.7,Bhayandar East,695,5.0,15.0,Semi Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.95,Dahisar West,600,12.0,7.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.95,Kandivali East,700,20.0,7.0,Fully Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.7,Mira Road East,650,15.0,7.0,Unfurnished,2.0,3.0,,yes
1 BHK Flat,0.29,Virar West,635,7.0,14.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,1.19,Powai,585,20.0,7.0,Unfurnished,1.0,2.0,0.0,no
1 BHK Flat,1.01,Powai,555,27.0,7.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,0.72,Mira Road East,695,10.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.65,Mira Road East,690,10.0,20.0,Semi Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.65,Bhayandar East,695,15.0,3.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,1.3,Wadala East,550,14.0,7.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,0.99,Ghatkopar West,460,35.0,6.0,Semi Furnished,1.0,,0.0,yes
1 BHK Flat,0.93,Kandivali East,525,20.0,7.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.65,Mira Road East,695,10.0,7.0,Semi Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.6,Mira Road East,650,10.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.65,Mira Road East,595,10.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,1.2,Lower Parel,500,10.0,42.0,Semi Furnished,1.0,,0.0,no
1 BHK Flat,1.7,Andheri West,650,15.0,4.0,Unfurnished,1.0,,0.0,yes
1 BHK Flat,0.3,Naigaon West,580,20.0,3.0,Unfurnished,2.0,2.0,,yes
1 BHK Flat,0.26,Naigaon West,400,25.0,2.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.9,Chembur,350,8.0,12.0,Unfurnished,2.0,,0.0,no
1 BHK Flat,0.75,Mira Road East,700,10.0,20.0,Unfurnished,1.0,2.0,3.0,no
1 BHK Flat,0.76,Mira Road East,700,8.0,23.0,Unfurnished,1.0,2.0,3.0,no
1 BHK Flat,0.72,Mira Road East,700,8.0,15.0,Unfurnished,1.0,2.0,3.0,no
1 BHK Flat,0.75,Mira Road East,750,6.0,19.0,Unfurnished,1.0,2.0,3.0,no
1 BHK Flat,0.76,Mira Road East,700,6.0,19.0,Unfurnished,1.0,2.0,3.0,no
